story_id	example_id	conclusion	premises	premises-FOL	label	source
112	340	Frederick Monhoff is good at music.	['Frederick Monhoff was an architect, artist, and illustrator.', 'Frederick Monhoff was an American.', 'An artist is good at painting or music.', 'All Americans speak English.']	['Architect(monhoff) ∧ Artist(monhoff) ∧ Illustrator(monhoff)', 'American(monhoff)', '∀x (Artist(x) → GoodAt(x, painting) ∨ GoodAt(x, music))', '∀x (American(x) → Speak(x, english))']	Unknown	wiki
112	341	There is no illustrator who speaks English.	['Frederick Monhoff was an architect, artist, and illustrator.', 'Frederick Monhoff was an American.', 'An artist is good at painting or music.', 'All Americans speak English.']	['Architect(monhoff) ∧ Artist(monhoff) ∧ Illustrator(monhoff)', 'American(monhoff)', '∀x (Artist(x) → GoodAt(x, painting) ∨ GoodAt(x, music))', '∀x (American(x) → Speak(x, english))']	False	wiki
18	51	Miroslav Fiedler is honored by the second smallest eigenvalue of the graph Laplacian.	['Miroslav Fiedler was a Czech mathematician.', 'Miroslav Fiedler is known for his contributions to linear algebra and graph theory.', 'Miroslav Fiedler is honored by the Fiedler eigenvalue.', 'Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.']	['Czech(miroslavfiedler) ∧ Mathematician(miroslavfiedler)', 'KnownFor(miroslavfiedler, contributionsToLinearAlgebraAndGraphTheory)', 'HonoredBy(miroslavfiedler, fiedlerEigenvalue)', 'TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)']	True	wiki
18	52	Miroslav Fiedler was a French mathematician.	['Miroslav Fiedler was a Czech mathematician.', 'Miroslav Fiedler is known for his contributions to linear algebra and graph theory.', 'Miroslav Fiedler is honored by the Fiedler eigenvalue.', 'Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.']	['Czech(miroslavfiedler) ∧ Mathematician(miroslavfiedler)', 'KnownFor(miroslavfiedler, contributionsToLinearAlgebraAndGraphTheory)', 'HonoredBy(miroslavfiedler, fiedlerEigenvalue)', 'TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)']	Unknown	wiki
18	53	A Czech mathematician is known for his contributions to linear algebra and graph theory.	['Miroslav Fiedler was a Czech mathematician.', 'Miroslav Fiedler is known for his contributions to linear algebra and graph theory.', 'Miroslav Fiedler is honored by the Fiedler eigenvalue.', 'Fiedler eigenvalue is the second smallest eigenvalue of the graph Laplacian.']	['Czech(miroslavfiedler) ∧ Mathematician(miroslavfiedler)', 'KnownFor(miroslavfiedler, contributionsToLinearAlgebraAndGraphTheory)', 'HonoredBy(miroslavfiedler, fiedlerEigenvalue)', 'TheSecondSmallestEigenvalueOf(fiedlerEigenvalue, theGraphLaplacian)']	True	wiki
153	446	You can play games on a laptop.	['A laptop is a computer.', 'You can play games on a computer.', 'A phone is not a computer.']	['∀x (Laptop(x) → Computer(x))', '∀x (Computer(x) → CanPlayGames(x))', '∀x (Phone(x) → ¬Computer(x))', '']	True	wiki
153	447	You can not play games on a phone.	['A laptop is a computer.', 'You can play games on a computer.', 'A phone is not a computer.']	['∀x (Laptop(x) → Computer(x))', '∀x (Computer(x) → CanPlayGames(x))', '∀x (Phone(x) → ¬Computer(x))', '']	Unknown	wiki
11	29	Walter Folger Brown graduated with a Bachelors of Arts.	['Walter Folger Brown was an American politician and lawyer, and served as the postmaster general.', 'Walter Folger Brown graduated from Harvard University with a Bachelors of Arts.', "While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.", 'Katherin Hafer married Walter Folger Brown.']	['AmericanPolitician(walterbrown) ∧ Lawyer(walterbrown) ∧ ServedAs(walterbrown, postamastergeneral)', 'Graduated(walterbrown, harvard) ∧ GraduatedWith(walterbrown, bachelorsofart)', 'In(walterbrown, toledo) ∧ In(walterbrownfather, toledo) ∧ PracticedLawTogether(walterbrownfather, walterbrown)', 'Married(ketherinhafer, walterbrown)']	True	wiki
11	30	Walter Folger Brown's father was in Toledo.	['Walter Folger Brown was an American politician and lawyer, and served as the postmaster general.', 'Walter Folger Brown graduated from Harvard University with a Bachelors of Arts.', "While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.", 'Katherin Hafer married Walter Folger Brown.']	['AmericanPolitician(walterbrown) ∧ Lawyer(walterbrown) ∧ ServedAs(walterbrown, postamastergeneral)', 'Graduated(walterbrown, harvard) ∧ GraduatedWith(walterbrown, bachelorsofart)', 'In(walterbrown, toledo) ∧ In(walterbrownfather, toledo) ∧ PracticedLawTogether(walterbrownfather, walterbrown)', 'Married(ketherinhafer, walterbrown)']	True	wiki
11	31	Walter Folger Brown was not in Toledo.	['Walter Folger Brown was an American politician and lawyer, and served as the postmaster general.', 'Walter Folger Brown graduated from Harvard University with a Bachelors of Arts.', "While they were both in Toledo, Walter Folger Brown's father practiced law with Walter Folger Brown.", 'Katherin Hafer married Walter Folger Brown.']	['AmericanPolitician(walterbrown) ∧ Lawyer(walterbrown) ∧ ServedAs(walterbrown, postamastergeneral)', 'Graduated(walterbrown, harvard) ∧ GraduatedWith(walterbrown, bachelorsofart)', 'In(walterbrown, toledo) ∧ In(walterbrownfather, toledo) ∧ PracticedLawTogether(walterbrownfather, walterbrown)', 'Married(ketherinhafer, walterbrown)']	False	wiki
410	1152	The MacBook is favored by young people.	['All products shipped from China are made in China. ', 'All products sold in JD are shipped from China. ', 'All products commonly used in China are sold in JD.', 'All products favored by young people are commonly used in China. ', 'MacBook is not made in China and is not commonly used in China.']	['∀x (ShipChina(x) → MadeInChina(x))', '∀x (SoldJD(x) → ShipChina(x))', '∀x (CommonlyUsedChina(x) → SoldJD(x))', '∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))', '¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))']	False	hyb
410	1153	The MacBook is made in China.	['All products shipped from China are made in China. ', 'All products sold in JD are shipped from China. ', 'All products commonly used in China are sold in JD.', 'All products favored by young people are commonly used in China. ', 'MacBook is not made in China and is not commonly used in China.']	['∀x (ShipChina(x) → MadeInChina(x))', '∀x (SoldJD(x) → ShipChina(x))', '∀x (CommonlyUsedChina(x) → SoldJD(x))', '∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))', '¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))']	Unknown	hyb
410	1154	The MacBook is favored by young people and commonly used in China.	['All products shipped from China are made in China. ', 'All products sold in JD are shipped from China. ', 'All products commonly used in China are sold in JD.', 'All products favored by young people are commonly used in China. ', 'MacBook is not made in China and is not commonly used in China.']	['∀x (ShipChina(x) → MadeInChina(x))', '∀x (SoldJD(x) → ShipChina(x))', '∀x (CommonlyUsedChina(x) → SoldJD(x))', '∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))', '¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))']	False	hyb
410	1155	The MacBook is either favored by young people or commonly used in China.	['All products shipped from China are made in China. ', 'All products sold in JD are shipped from China. ', 'All products commonly used in China are sold in JD.', 'All products favored by young people are commonly used in China. ', 'MacBook is not made in China and is not commonly used in China.']	['∀x (ShipChina(x) → MadeInChina(x))', '∀x (SoldJD(x) → ShipChina(x))', '∀x (CommonlyUsedChina(x) → SoldJD(x))', '∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))', '¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))']	False	hyb
410	1156	If the MacBook is favored by young people and commonly used in China, then it is neither favored by young people nor made in China.	['All products shipped from China are made in China. ', 'All products sold in JD are shipped from China. ', 'All products commonly used in China are sold in JD.', 'All products favored by young people are commonly used in China. ', 'MacBook is not made in China and is not commonly used in China.']	['∀x (ShipChina(x) → MadeInChina(x))', '∀x (SoldJD(x) → ShipChina(x))', '∀x (CommonlyUsedChina(x) → SoldJD(x))', '∀x (FavoredByYoungPeople(x) → CommonlyUsedChina(x))', '¬(MadeInChina(macbook) ∧ CommonlyUsedChina(macbook))']	True	hyb
205	589	Oxford Circus is in London.	['Oxford Circus is a road junction connecting Oxford Street and Regent Street.', 'Oxford Street is in London.', 'John Nash designed the construction on Regent Street.', 'John Nash designed Oxford Circus.', 'John Nash is an architect in British.', 'Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.']	['OxfordStreet(oxfordCircus) ∧ RegentStreet(oxfordCircus)', '∀x (OxfordStreet(x) → London(x))', '∃x (RegentStreet(x) ∧ Design(johnNash, x))', 'Design(johnNash, oxfordCircus)', 'British(johnNash) ∧ Architect(johnNash)', 'CentralLine(oxfordCircus)']	True	wiki
205	590	Oxford Circus is designed by a British architect.	['Oxford Circus is a road junction connecting Oxford Street and Regent Street.', 'Oxford Street is in London.', 'John Nash designed the construction on Regent Street.', 'John Nash designed Oxford Circus.', 'John Nash is an architect in British.', 'Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.']	['OxfordStreet(oxfordCircus) ∧ RegentStreet(oxfordCircus)', '∀x (OxfordStreet(x) → London(x))', '∃x (RegentStreet(x) ∧ Design(johnNash, x))', 'Design(johnNash, oxfordCircus)', 'British(johnNash) ∧ Architect(johnNash)', 'CentralLine(oxfordCircus)']	True	wiki
205	591	John Nash designed the Central line in 1900.	['Oxford Circus is a road junction connecting Oxford Street and Regent Street.', 'Oxford Street is in London.', 'John Nash designed the construction on Regent Street.', 'John Nash designed Oxford Circus.', 'John Nash is an architect in British.', 'Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.']	['OxfordStreet(oxfordCircus) ∧ RegentStreet(oxfordCircus)', '∀x (OxfordStreet(x) → London(x))', '∃x (RegentStreet(x) ∧ Design(johnNash, x))', 'Design(johnNash, oxfordCircus)', 'British(johnNash) ∧ Architect(johnNash)', 'CentralLine(oxfordCircus)']	Unknown	wiki
205	592	Regent Street is not in London.	['Oxford Circus is a road junction connecting Oxford Street and Regent Street.', 'Oxford Street is in London.', 'John Nash designed the construction on Regent Street.', 'John Nash designed Oxford Circus.', 'John Nash is an architect in British.', 'Oxford Circus is the entrance to Oxford Circus tube station which is a part of the Central line in 1900.']	['OxfordStreet(oxfordCircus) ∧ RegentStreet(oxfordCircus)', '∀x (OxfordStreet(x) → London(x))', '∃x (RegentStreet(x) ∧ Design(johnNash, x))', 'Design(johnNash, oxfordCircus)', 'British(johnNash) ∧ Architect(johnNash)', 'CentralLine(oxfordCircus)']	False	wiki
473	1374	Jojo is a ghost.	['An animal is either a cat or a dog.', 'All dogs bark.', 'Ghosts do not exist.', 'If something barks, then it is not alive.', 'A thing is either alive or dead.', 'Jojo is not dead.']	['∀x (Cat(x) ⊕ Dog(x))', '∀x (Dog(x) → Bark(x))', '∀x (¬Ghost(x))', '∀x (Bark(x) → ¬Alive(x))', '∀x (Alive(x) ⊕ Dead(x))', '¬Dead(jojo)']	False	hyb
473	1375	Jojo is a cat or a ghost.	['An animal is either a cat or a dog.', 'All dogs bark.', 'Ghosts do not exist.', 'If something barks, then it is not alive.', 'A thing is either alive or dead.', 'Jojo is not dead.']	['∀x (Cat(x) ⊕ Dog(x))', '∀x (Dog(x) → Bark(x))', '∀x (¬Ghost(x))', '∀x (Bark(x) → ¬Alive(x))', '∀x (Alive(x) ⊕ Dead(x))', '¬Dead(jojo)']	True	hyb
473	1376	If Jojo is a cat or a ghost, then Jojo either barks or is a dog.	['An animal is either a cat or a dog.', 'All dogs bark.', 'Ghosts do not exist.', 'If something barks, then it is not alive.', 'A thing is either alive or dead.', 'Jojo is not dead.']	['∀x (Cat(x) ⊕ Dog(x))', '∀x (Dog(x) → Bark(x))', '∀x (¬Ghost(x))', '∀x (Bark(x) → ¬Alive(x))', '∀x (Alive(x) ⊕ Dead(x))', '¬Dead(jojo)']	False	hyb
440	1269	Fido is a husky.	['All animals that are tigers are cats.', 'No cats are dogs.', 'All Bengal tigers are tigers.', 'Everything that is a husky is a dog.', 'Fido is either a Bengal tiger or a cat.']	['∀x (Tiger(x) → Cat(x))', '∀x (Cat(x) → ¬Dog(x))', '∀x (BengalTiger(x) → Tiger(x))', '∀x (Husky(x) → Dog(x))', 'BengalTiger(fido) ∨ Cat(fido)']	False	hyb
440	1270	Fido is not a husky.	['All animals that are tigers are cats.', 'No cats are dogs.', 'All Bengal tigers are tigers.', 'Everything that is a husky is a dog.', 'Fido is either a Bengal tiger or a cat.']	['∀x (Tiger(x) → Cat(x))', '∀x (Cat(x) → ¬Dog(x))', '∀x (BengalTiger(x) → Tiger(x))', '∀x (Husky(x) → Dog(x))', 'BengalTiger(fido) ∨ Cat(fido)']	True	hyb
440	1271	Fido is a Bengal tiger.	['All animals that are tigers are cats.', 'No cats are dogs.', 'All Bengal tigers are tigers.', 'Everything that is a husky is a dog.', 'Fido is either a Bengal tiger or a cat.']	['∀x (Tiger(x) → Cat(x))', '∀x (Cat(x) → ¬Dog(x))', '∀x (BengalTiger(x) → Tiger(x))', '∀x (Husky(x) → Dog(x))', 'BengalTiger(fido) ∨ Cat(fido)']	Unknown	hyb
440	1272	Fido is neither a dog nor a husky.	['All animals that are tigers are cats.', 'No cats are dogs.', 'All Bengal tigers are tigers.', 'Everything that is a husky is a dog.', 'Fido is either a Bengal tiger or a cat.']	['∀x (Tiger(x) → Cat(x))', '∀x (Cat(x) → ¬Dog(x))', '∀x (BengalTiger(x) → Tiger(x))', '∀x (Husky(x) → Dog(x))', 'BengalTiger(fido) ∨ Cat(fido)']	True	hyb
66	196	The 2028 Summer Olympics will take place in the US.	['If a city hold a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.', 'If a city is in a state which is in US, the city is a US city.', 'If a city in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.', 'The 2028 Summer Olympics is scheduled to take place in Los Angeles(LA).', 'LA is a city in California(CA).', 'Atlanta is a US city.', 'Atlanta is in Georgia(CA).', 'CA is a state in the United States.', 'Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.', 'Atlanta in the United States hold the 1996 Summer Olympics.']	['∀x ∀y (SummerOlympicsCity(x, y) ∧ CityInCountry(y, us) → SummerOlympicsCountry(x, us))', '∀x ∀y (CityInState(x, y) ∧ StateInCountry(y, us) → CityInCountry(x, us))', '∀x ∀y ∀z (CityInState(x, y) ∧ SummerOlympicsCity(z, x) → SummerOlympicsState(z, y))', 'SummerOlympicsCity(y2028, la)', 'CityInState(la, ca)', 'CityInCountry(atlanta, us)', 'StateInCountry(ca, us)', 'CityInState(atlanta, ga)', '¬InSummerOlympics(y2028, boxing) ∧ ¬InSummerOlympics(y2028, modern_pentathlon) ∧ ¬InSummerOlympics(y2028, weightlifting)', 'SummerOlympicsCity(y1996, atlanta)']	True	wiki
66	197	The 1996 Summer Olympics is not in Georgia.	['If a city hold a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.', 'If a city is in a state which is in US, the city is a US city.', 'If a city in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.', 'The 2028 Summer Olympics is scheduled to take place in Los Angeles(LA).', 'LA is a city in California(CA).', 'Atlanta is a US city.', 'Atlanta is in Georgia(CA).', 'CA is a state in the United States.', 'Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.', 'Atlanta in the United States hold the 1996 Summer Olympics.']	['∀x ∀y (SummerOlympicsCity(x, y) ∧ CityInCountry(y, us) → SummerOlympicsCountry(x, us))', '∀x ∀y (CityInState(x, y) ∧ StateInCountry(y, us) → CityInCountry(x, us))', '∀x ∀y ∀z (CityInState(x, y) ∧ SummerOlympicsCity(z, x) → SummerOlympicsState(z, y))', 'SummerOlympicsCity(y2028, la)', 'CityInState(la, ca)', 'CityInCountry(atlanta, us)', 'StateInCountry(ca, us)', 'CityInState(atlanta, ga)', '¬InSummerOlympics(y2028, boxing) ∧ ¬InSummerOlympics(y2028, modern_pentathlon) ∧ ¬InSummerOlympics(y2028, weightlifting)', 'SummerOlympicsCity(y1996, atlanta)']	False	wiki
66	198	Skateboarding will appear at The 2028 Summer Olympics.	['If a city hold a Summer Olympics, and the city is a US city, then the Summer Olympics will be in the US.', 'If a city is in a state which is in US, the city is a US city.', 'If a city in a state, and a Summer Olympics is in this city, then the Summer Olympics is in this state.', 'The 2028 Summer Olympics is scheduled to take place in Los Angeles(LA).', 'LA is a city in California(CA).', 'Atlanta is a US city.', 'Atlanta is in Georgia(CA).', 'CA is a state in the United States.', 'Boxing, modern pentathlon, and weightlifting will be removed from The 2028 Summer Olympics.', 'Atlanta in the United States hold the 1996 Summer Olympics.']	['∀x ∀y (SummerOlympicsCity(x, y) ∧ CityInCountry(y, us) → SummerOlympicsCountry(x, us))', '∀x ∀y (CityInState(x, y) ∧ StateInCountry(y, us) → CityInCountry(x, us))', '∀x ∀y ∀z (CityInState(x, y) ∧ SummerOlympicsCity(z, x) → SummerOlympicsState(z, y))', 'SummerOlympicsCity(y2028, la)', 'CityInState(la, ca)', 'CityInCountry(atlanta, us)', 'StateInCountry(ca, us)', 'CityInState(atlanta, ga)', '¬InSummerOlympics(y2028, boxing) ∧ ¬InSummerOlympics(y2028, modern_pentathlon) ∧ ¬InSummerOlympics(y2028, weightlifting)', 'SummerOlympicsCity(y1996, atlanta)']	Unknown	wiki
9	23	Cats like playing with taiga vole.	['The taiga vole is a large vole found in northwestern North America. ', 'Cats like playing with all voles.', 'The taiga vole lives in the boreal taiga zone.', 'The boreal taiga zone in North America is a cold place to live in.', 'Taiga vole is typically much larger than most other North American voles, especially those from the genus Microtus.']	['Vole(taigaVole) ∧ Find(taigaVole, northAmerica)', '∀x (Vole(x) → CatLikePlayingWith(x))', 'Live(taigaVole, borealTaigaZone)', '∀x (Find(x, northAmerica) ∧ Live(x, borealTaigaZone) → LiveInColdPlace(x))', 'Larger(taigaVole, microtusVole)']	True	wiki
9	24	Taiga vole's living place is not cold.	['The taiga vole is a large vole found in northwestern North America. ', 'Cats like playing with all voles.', 'The taiga vole lives in the boreal taiga zone.', 'The boreal taiga zone in North America is a cold place to live in.', 'Taiga vole is typically much larger than most other North American voles, especially those from the genus Microtus.']	['Vole(taigaVole) ∧ Find(taigaVole, northAmerica)', '∀x (Vole(x) → CatLikePlayingWith(x))', 'Live(taigaVole, borealTaigaZone)', '∀x (Find(x, northAmerica) ∧ Live(x, borealTaigaZone) → LiveInColdPlace(x))', 'Larger(taigaVole, microtusVole)']	False	wiki
389	1046	Adenocarcinoma is a breast cancer.	['Either in women or in men. ', 'No men have breast cancer.', 'Either breast cancer or non-breast cancer. ', 'No type of cancer is without a tumor.', 'All non-breast cancers are a type of cancer.', 'If adenocarcinoma is a type of cancer or without a tumor, then adenocarcinoma is in women or without a tumor.']	['∀x (Women(x) ∨ Men(x)) ', ' ∀x (Men(x) → ¬BreastCancer(x))', ' ∀x (BreastCancer (x) ∨ Non-BreastCancer(x)) ', ' ∀x (ATypeOfCancer(x) → ¬WithoutTumor (x)) ', ' ∀x (Non-BreastCancer(x) → ATypeOfCancer(x)) ', ' ATypeOfCancer(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma) → women(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma)']	Unknown	hyb
389	1047	Adenocarcinoma is in women.	['Either in women or in men. ', 'No men have breast cancer.', 'Either breast cancer or non-breast cancer. ', 'No type of cancer is without a tumor.', 'All non-breast cancers are a type of cancer.', 'If adenocarcinoma is a type of cancer or without a tumor, then adenocarcinoma is in women or without a tumor.']	['∀x (Women(x) ∨ Men(x)) ', ' ∀x (Men(x) → ¬BreastCancer(x))', ' ∀x (BreastCancer (x) ∨ Non-BreastCancer(x)) ', ' ∀x (ATypeOfCancer(x) → ¬WithoutTumor (x)) ', ' ∀x (Non-BreastCancer(x) → ATypeOfCancer(x)) ', ' ATypeOfCancer(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma) → women(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma)']	True	hyb
389	1048	If adenocarcinoma is in women or without a tumor, then adenocarcinoma is without a tumor and a non-breast cancer.	['Either in women or in men. ', 'No men have breast cancer.', 'Either breast cancer or non-breast cancer. ', 'No type of cancer is without a tumor.', 'All non-breast cancers are a type of cancer.', 'If adenocarcinoma is a type of cancer or without a tumor, then adenocarcinoma is in women or without a tumor.']	['∀x (Women(x) ∨ Men(x)) ', ' ∀x (Men(x) → ¬BreastCancer(x))', ' ∀x (BreastCancer (x) ∨ Non-BreastCancer(x)) ', ' ∀x (ATypeOfCancer(x) → ¬WithoutTumor (x)) ', ' ∀x (Non-BreastCancer(x) → ATypeOfCancer(x)) ', ' ATypeOfCancer(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma) → women(adenocarcinoma) ∨ WithoutTumor(adenocarcinoma)']	False	hyb
59	175	LG34 machine is produced by AOC.	['Some monitors equipped in the lab are produced by the company named AOC. ', 'All monitors equipped in the lab are cheaper than their original prices. ', 'If the monitor is cheaper than its original prices, then its resolution is 1080p. ', 'If a monitor is with a resolution of 1080p, then it does not support the type-c port. ', 'LG34 is equipped in the lab.  ']	['∃x (Lab(x) ∧ AOC(x))', '∀x (Lab(x) → Cheaper(x))', '∀x (Cheaper(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'Lab(lg-34)']	Unknown	wiki
59	176	LG34 machine does not support the type-c port.	['Some monitors equipped in the lab are produced by the company named AOC. ', 'All monitors equipped in the lab are cheaper than their original prices. ', 'If the monitor is cheaper than its original prices, then its resolution is 1080p. ', 'If a monitor is with a resolution of 1080p, then it does not support the type-c port. ', 'LG34 is equipped in the lab.  ']	['∃x (Lab(x) ∧ AOC(x))', '∀x (Lab(x) → Cheaper(x))', '∀x (Cheaper(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'Lab(lg-34)']	True	wiki
59	177	LG34 is not with a resolution of 1080p.	['Some monitors equipped in the lab are produced by the company named AOC. ', 'All monitors equipped in the lab are cheaper than their original prices. ', 'If the monitor is cheaper than its original prices, then its resolution is 1080p. ', 'If a monitor is with a resolution of 1080p, then it does not support the type-c port. ', 'LG34 is equipped in the lab.  ']	['∃x (Lab(x) ∧ AOC(x))', '∀x (Lab(x) → Cheaper(x))', '∀x (Cheaper(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'Lab(lg-34)']	False	wiki
412	1160	Avocados are a kind of fruit sold in New York.	['All fruits sold in Boston are shipped from Columbia. ', 'Some fruits sold in New Haven are shipped from Mexico.', 'No fruits shipped from Columbia are fruits sold in New York. ', 'Avocadoe are a kind of fruit sold in New York or New York. ', 'Avocadoe are either shipped from Columbia and sold in New Haven, or neither shipped from Columbia nor sold in New Haven. ']	['∀x (SoldBoston(x) → ShippedFromColumbia(x))', '∃x (SoldNewHaven(x) ∧ ShippedFromMexico(x))', '∀x (ShippedFromColumbia(x) → ¬SoldNewYork(x))', 'SoldNewYork(avocado) ∨ SoldBoston(avocado)', '¬(ShippedFromColumbia(avocado) ⊕ SoldNewHaven(avocado))']	Unknown	hyb
412	1161	Avocados are either sold in New York or sold in New Haven.	['All fruits sold in Boston are shipped from Columbia. ', 'Some fruits sold in New Haven are shipped from Mexico.', 'No fruits shipped from Columbia are fruits sold in New York. ', 'Avocadoe are a kind of fruit sold in New York or New York. ', 'Avocadoe are either shipped from Columbia and sold in New Haven, or neither shipped from Columbia nor sold in New Haven. ']	['∀x (SoldBoston(x) → ShippedFromColumbia(x))', '∃x (SoldNewHaven(x) ∧ ShippedFromMexico(x))', '∀x (ShippedFromColumbia(x) → ¬SoldNewYork(x))', 'SoldNewYork(avocado) ∨ SoldBoston(avocado)', '¬(ShippedFromColumbia(avocado) ⊕ SoldNewHaven(avocado))']	True	hyb
412	1162	Avocados are either sold in New Haven or sold in Boston	['All fruits sold in Boston are shipped from Columbia. ', 'Some fruits sold in New Haven are shipped from Mexico.', 'No fruits shipped from Columbia are fruits sold in New York. ', 'Avocadoe are a kind of fruit sold in New York or New York. ', 'Avocadoe are either shipped from Columbia and sold in New Haven, or neither shipped from Columbia nor sold in New Haven. ']	['∀x (SoldBoston(x) → ShippedFromColumbia(x))', '∃x (SoldNewHaven(x) ∧ ShippedFromMexico(x))', '∀x (ShippedFromColumbia(x) → ¬SoldNewYork(x))', 'SoldNewYork(avocado) ∨ SoldBoston(avocado)', '¬(ShippedFromColumbia(avocado) ⊕ SoldNewHaven(avocado))']	False	hyb
412	1163	If avocados are not sold in New York and not shipped from Columbia, then they are neither sold in New York nor New Haven.	['All fruits sold in Boston are shipped from Columbia. ', 'Some fruits sold in New Haven are shipped from Mexico.', 'No fruits shipped from Columbia are fruits sold in New York. ', 'Avocadoe are a kind of fruit sold in New York or New York. ', 'Avocadoe are either shipped from Columbia and sold in New Haven, or neither shipped from Columbia nor sold in New Haven. ']	['∀x (SoldBoston(x) → ShippedFromColumbia(x))', '∃x (SoldNewHaven(x) ∧ ShippedFromMexico(x))', '∀x (ShippedFromColumbia(x) → ¬SoldNewYork(x))', 'SoldNewYork(avocado) ∨ SoldBoston(avocado)', '¬(ShippedFromColumbia(avocado) ⊕ SoldNewHaven(avocado))']	False	hyb
418	1183	A-2017 is produced by AOC.	['Some monitors equipped in the library are produced by AOC. ', 'All monitors equipped in the library are cheaper than 800 dollars. ', 'All monitors cheaper than 800 dollars are with a resolution of 1080p. ', 'If a monitor has a resolution of 1080p, then it does not support the type-c port. ', 'A-2017 supports the type-c port. ']	['∃x (Library(x) ∧ AOC(x))', '∀x (Library(x) → Cheap(x))', '∀x (Cheap(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'TypeC(a-2017)']	Unknown	hyb
418	1184	A-2017 is produced by AOC and equipped in the library.	['Some monitors equipped in the library are produced by AOC. ', 'All monitors equipped in the library are cheaper than 800 dollars. ', 'All monitors cheaper than 800 dollars are with a resolution of 1080p. ', 'If a monitor has a resolution of 1080p, then it does not support the type-c port. ', 'A-2017 supports the type-c port. ']	['∃x (Library(x) ∧ AOC(x))', '∀x (Library(x) → Cheap(x))', '∀x (Cheap(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'TypeC(a-2017)']	False	hyb
418	1185	If A-2017 is not with a resolution of 1080p or produced by AOC, then it is not equipped in the library.	['Some monitors equipped in the library are produced by AOC. ', 'All monitors equipped in the library are cheaper than 800 dollars. ', 'All monitors cheaper than 800 dollars are with a resolution of 1080p. ', 'If a monitor has a resolution of 1080p, then it does not support the type-c port. ', 'A-2017 supports the type-c port. ']	['∃x (Library(x) ∧ AOC(x))', '∀x (Library(x) → Cheap(x))', '∀x (Cheap(x) → A1080p(x))', '∀x (A1080p(x) → ¬TypeC(x))', 'TypeC(a-2017)']	True	hyb
4	10	Some soccer team holds the Lithuanian Supercup.	['Sūduva Marijampolė holds the Lithuanian Supercup.', 'Sūduva Marijampolė is a soccer team.']	['Hold(suduva, thelithuaniansupercup)', 'SoccerTeam(suduva)']	True	wiki
94	286	There is a village in England.	['Ainderby Quernhow is a village and civil parish in the Hambleton District.', 'Hambleton District is in North Yorkshire.', 'North Yorkshire is in England.']	['∀x (AinderbyQuernhow(x) → Village(x) ∧ CivilParish(x) ∧ Hambleton(x))', '∀x (Hambleton(x) → NorthYorkshire(x))', '∀x (NorthYorkshire(x) → England(x))']	True	wiki
94	287	There is no civil parish in England.	['Ainderby Quernhow is a village and civil parish in the Hambleton District.', 'Hambleton District is in North Yorkshire.', 'North Yorkshire is in England.']	['∀x (AinderbyQuernhow(x) → Village(x) ∧ CivilParish(x) ∧ Hambleton(x))', '∀x (Hambleton(x) → NorthYorkshire(x))', '∀x (NorthYorkshire(x) → England(x))']	False	wiki
